,Ac_Name,Date_Birth,BPlace,Img,Active_Year,info,WikiLink
52,Kim Sun Ah,1983,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/27/%27%EB%A7%A4%EB%A0%A5%EB%A7%8C%EC%A0%90_%EC%95%88%EC%88%9C%EC%A7%84%27_%EA%B9%80%EC%84%A0%EC%95%84%2C_%EC%82%AC%EB%9E%91%EC%8A%A4%EB%9F%AC%EC%9A%B4_%EC%86%90%ED%82%A4%EC%8A%A4_-Kim_Sun-a_%28%EB%94%94%ED%8C%A8%EC%A7%A4%29_01.png/220px-%27%EB%A7%A4%EB%A0%A5%EB%A7%8C%EC%A0%90_%EC%95%88%EC%88%9C%EC%A7%84%27_%EA%B9%80%EC%84%A0%EC%95%84%2C_%EC%82%AC%EB%9E%91%EC%8A%A4%EB%9F%AC%EC%9A%B4_%EC%86%90%ED%82%A4%EC%8A%A4_-Kim_Sun-a_%28%EB%94%94%ED%8C%A8%EC%A7%A4%29_01.png,FantagioC-JeS EntertainmentGood People Entertainment,"[' (1973-10-01) 1 October 1973 (age\xa049)Daegu, South Korea', 'Ball State University - Piano Major  Kyung Hee University - Theater and Film', 'Actress', '1996–present', 'FantagioC-JeS EntertainmentGood People Entertainment', '김선아', '金宣兒', 'Gim Seon-a', 'Kim Sŏna']",https://en.wikipedia.org/wiki/Kim_Sun-ah
53,Jang Na Ra,1971,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/3/34/%EC%9E%A5%EB%82%98%EB%9D%BC_%28Jang_Na-ra%29_%EB%8C%80%EB%B0%95%EB%B6%80%EB%8F%99%EC%82%B0.jpg/220px-%EC%9E%A5%EB%82%98%EB%9D%BC_%28Jang_Na-ra%29_%EB%8C%80%EB%B0%95%EB%B6%80%EB%8F%99%EC%82%B0.jpg,Pure EntertainmentRawon Culture,"[' (1981-03-18) March 18, 1981 (age\xa041)Seoul, South Korea', 'Chung-Ang University', 'Singeractress', '2001–present', 'Pure EntertainmentRawon Culture', '1.62\xa0m (5\xa0ft 4\xa0in)', 'Unknown \u200b(m.\xa02022)\u200b', 'K-pop', 'Vocalsflutepiano', '2001–present', 'SMWarner Music Korea', 'www.narajjang.com', '장나라', '張나라', 'Jang Na-ra', 'Chang Nara', '張娜拉', 'Zhāng Nàlā']",https://en.wikipedia.org/wiki/Jang_Na-ra
54,Ha Ji Won,1972,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/%22%EB%88%88%EC%9B%83%EC%9D%8C%EC%97%90_%EC%8B%AC%EC%BF%B5%22...%ED%95%98%EC%A7%80%EC%9B%90%2C_%27%EB%B9%88%ED%8B%88%EC%97%86%EB%8A%94_%EB%AF%B8%EB%AA%A8%27.jpg/220px-%22%EB%88%88%EC%9B%83%EC%9D%8C%EC%97%90_%EC%8B%AC%EC%BF%B5%22...%ED%95%98%EC%A7%80%EC%9B%90%2C_%27%EB%B9%88%ED%8B%88%EC%97%86%EB%8A%94_%EB%AF%B8%EB%AA%A8%27.jpg,1996–present,"['Jeon Hae-rim (1978-06-28) 28 June 1978 (age\xa044)Seoul, South Korea', 'Bachelor of Film and Television', 'Dankook University', 'Actress', '1996–present', '\nWellmade STARM\nHaewadal Entertainment\nUnited Talent Agency\nBM+ Entertainment\nInvincible Plan (China)\n', 'Jun Tae-soo (brother)', '하지원', '河智苑', 'Ha Ji-won', 'Ha Chiwŏn', '전해림', '田海林', 'Jeon Hae-rim', 'Chǒn Haerim']",https://en.wikipedia.org/wiki/Ha_Ji-won
55,Han Ye Ri,1980,"Seongnam, Gyeonggi-do, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/20210922%E2%80%94Han_Ye-ri_%ED%95%9C%EC%98%88%EB%A6%AC%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m55s%29.jpg/220px-20210922%E2%80%94Han_Ye-ri_%ED%95%9C%EC%98%88%EB%A6%AC%2C_interview%2C_Marie_Claire_Korea_screenshot_%2802m55s%29.jpg,Saram Entertainment (South Korea)  Echo Lake Entertainment (USA) [2],"['Kim Ye-ri (1984-12-23) December 23, 1984 (age\xa037)Jecheon, North Chungcheong Province, South Korea', 'Korea National University of Arts School of Korean Traditional Arts - Traditional Dance[1]', 'Actress, DJ', '2007–present', 'Saram Entertainment (South Korea)  Echo Lake Entertainment (USA) [2]', 'Unknown \u200b(m.\xa02022)\u200b', '한예리', 'Han Yeri', 'Han Yeri', '김예리', 'Gim Ye-ri', 'Kim Yeri']",https://en.wikipedia.org/wiki/Han_Ye-ri
56,Hwang Jung Eum,1980,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Hwang_Jung-Eum.jpg/220px-Hwang_Jung-Eum.jpg,C-JeS Entertainment,"[' (1983-01-25) January 25, 1983 (age\xa039)[1]Seoul, South Korea', 'University of Suwon', 'Actress, singer', '2002–present', 'C-JeS Entertainment', 'Lee Young-don \u200b(m.\xa02016)\u200b', '2', '황정음', '黃正音', 'Hwang Jeong-eum', ""Hwang Jŏng'ŭm""]",https://en.wikipedia.org/wiki/Hwang_Jung-eum
57,Lee Joon Hyuk,1960,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Lee_Joon-hyuk
58,Ji Jin Hee,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/49/190701_%EC%A7%80%EC%A7%84%ED%9D%AC.jpg/220px-190701_%EC%A7%80%EC%A7%84%ED%9D%AC.jpg,Ekkeul Entertainment,"[' (1971-06-24) June 24, 1971 (age\xa051)Seoul, South Korea', 'Myongji University - Visual Design', 'Actor', '1999–present', 'Ekkeul Entertainment', 'Lee Su-yon \u200b(m.\xa02004)\u200b[1]', '2', '지진희', '池珍熙', 'Ji Jin-hui', 'Chi Chinhŭi']",https://en.wikipedia.org/wiki/Ji_Jin-hee
59,Lee Jun Ho,1965,"Busan, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Lee_Jun-ho
60,Lee Jung Jae,1978,"Nonsan, South Chungcheong Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/17/210305_%EC%9D%B4%EC%A0%95%EC%9E%AC_%28cropped%29.jpg/220px-210305_%EC%9D%B4%EC%A0%95%EC%9E%AC_%28cropped%29.jpg,C-Jes EntertainmentArtist CompanyCreative Artists Agency,"[' (1972-12-15) December 15, 1972 (age\xa049)Seoul, South Korea', 'Dongguk University (MA)', 'Actorbusinessmanfilm directorformer fashion model', '1993–present', 'C-Jes EntertainmentArtist CompanyCreative Artists Agency', 'Im Se-ryeong', 'Full list', '이정재', '李政宰', 'I Jeong-jae', 'Yi Chŏngchae']",https://en.wikipedia.org/wiki/Lee_Jung-jae
61,Lee Yo Won,1987,"Jeonju, North Jeolla Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,Management Koo,"[' (1980-04-09) April 9, 1980 (age\xa042)Seongnam, Gyeonggi-do, South Korea', 'Dankook University - Theater and Film', 'Actress', '1997–present', 'Management Koo', '1.72\xa0m (5\xa0ft 7+1⁄2\xa0in)', 'Park Jin-woo \u200b(m.\xa02003)\u200b', '3', '이요원', '李枖原', 'I Yo-won', 'I Yowŏn']",https://en.wikipedia.org/wiki/Lee_Yo-won
62,Gong Hyo Jin,1973,"Gangneung, Gangwon Province, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Gong_Hyo_Jin_%28Sep_2016%29.png/220px-Gong_Hyo_Jin_%28Sep_2016%29.png,Management SOOP,"[' (1980-04-04) April 4, 1980 (age\xa042)Seoul, South Korea', 'Sejong University – Department of Film Arts', 'Actress', '1999–present', 'Management SOOP', 'Kevin Oh \u200b(m.\xa02022)\u200b', '공효진', '孔曉振', 'Gong Hyo-jin', 'Kong Hyojin']",https://en.wikipedia.org/wiki/Gong_Hyo-jin
63,Chun Ho Jin,1989,"Yongin, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Chun_Ho-jin.2019.jpg/220px-Chun_Ho-jin.2019.jpg,"J,Wide-Company","[' (1960-09-09) September 9, 1960 (age\xa062)Busan, South Korea', 'Inha University - Chemistry', 'Actor', '1983-present', 'J,Wide-Company', '(m. 1986)', 'Chun Gyu-deok (father)', '천호진', 'Cheon Ho-jin', ""Ch'ŏn Ho-chin""]",https://en.wikipedia.org/wiki/Chun_Ho-jin
64,Seo Yea Ji,1993,"Haeundae, Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/09/ELLE_TAIWAN_Seo_yea_ji_2020_%283%29.png/250px-ELLE_TAIWAN_Seo_yea_ji_2020_%283%29.png,서예지,"[' (1990-04-06) April 6, 1990 (age\xa032)Seoul, South Korea', 'Actress', '2013–present', 'Gold Medalist', '서예지', '徐睿知', 'Seo Ye-ji', ""Sŏ Ye'ji"", 'Official website']",https://en.wikipedia.org/wiki/Seo_Yea-ji
65,Kim Sang Joong,1982,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,"unnamed
​ ​(m. 1991; div. 1999)​","[' (1965-08-06) August 6, 1965 (age\xa057)Busan, South Korea', 'Dongguk University - Theater and Film Studies', 'Actor', '1990-present', 'unnamed\n\u200b \u200b(m.\xa01991; div.\xa01999)\u200b', '1', '김상중', '金相中', 'Gim Sang-jung', 'Kim Sang-jung']",https://en.wikipedia.org/wiki/Kim_Sang-joong
66,Go Soo,1993,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Go_Soo_en_2017.jpg/220px-Go_Soo_en_2017.jpg,BH Entertainment,"[' (1978-10-04) October 4, 1978 (age\xa044)Nonsan, South Chungcheong Province, South Korea', 'Sangmyung University', 'Actor', '1998–present', 'BH Entertainment', 'Kim Hye-yeon \u200b(m.\xa02012)\u200b', '3', '고수', '高洙', 'Go Su', 'Ko Su']",https://en.wikipedia.org/wiki/Go_Soo
67,Yoon Kyun Sang,1991,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,윤균상,"[' (1987-03-31) March 31, 1987 (age\xa035)Jeonju, North Jeolla Province, South Korea', 'Actor, model', '2012–present', 'Management A.M.9', '윤균상', 'Yun Gyun-sang', 'Yun Kyunsang']",https://en.wikipedia.org/wiki/Yoon_Kyun-sang
68,Kim Seo Hyung,1970,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/8/86/Kimseohyung22.jpg/220px-Kimseohyung22.jpg,KeyEast,"[' (1973-10-28) October 28, 1973 (age\xa049)Gangneung, Gangwon Province, South Korea', ""Yeongdong Women's College - Liberal Arts"", 'Actress', '1994–present', 'KeyEast', '김서형', '金瑞亨', 'Gim Seo-hyeong', 'Kim Sŏhyŏng']",https://en.wikipedia.org/wiki/Kim_Seo-hyung
69,Lee Jong Suk,1986,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Lee_Jong-suk_March_2018.png/220px-Lee_Jong-suk_March_2018.png,A-Man ProjectHighZium Studio[1],"[' (1989-09-14) September 14, 1989 (age\xa033)Yongin, Gyeonggi, South Korea', 'Konkuk University', 'ActorModel', '2005–present', 'A-Man ProjectHighZium Studio[1]', '186\xa0cm (6\xa0ft 1\xa0in)[2]', '이종석', '李鐘奭', 'I Jong-seok', 'Yi Chongsŏk', 'Official website']",https://en.wikipedia.org/wiki/Lee_Jong-suk
70,Jung Eun Ji,1989,"Seoul, South Korea[1]",//upload.wikimedia.org/wikipedia/commons/thumb/0/08/Eun-ji_in_2020.jpg/250px-Eun-ji_in_2020.jpg,2011–present,"['Jeong Hye-rim (1993-08-18) August 18, 1993 (age\xa029)Haeundae, Busan, South Korea', 'Singersongwriteractressradio DJmusical actressvoice actress', 'K-popballad', 'Vocals', '2011–present', 'IST', 'Apink', '정은지', '鄭恩地', 'Jeong Eun-ji', 'Chŏng Ŭnchi', '정혜림', '鄭慧林', 'Jeong Hye-rim', 'Chŏng Hyerim']",https://en.wikipedia.org/wiki/Jung_Eun-ji
71,Shin Sung Rok,1988,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/16/190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg/220px-190603_%EC%8B%A0%EC%84%B1%EB%A1%9D.jpg,1.89 m (6 ft 2+1⁄2 in),"[' (1982-11-23) November 23, 1982 (age\xa039)Seoul, South Korea[1]', 'Actor', '2003–present', 'Sangyoung ENT', '1.89\xa0m (6\xa0ft 2+1⁄2\xa0in)', 'Unknown \u200b(m.\xa02016)\u200b', '1', '신성록', '申成祿', 'Sin Seong-rok', 'Sin Sŏng-rok']",https://en.wikipedia.org/wiki/Shin_Sung-rok
72,Park Gyu Young,2003,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Park_Kyu-young_2019%282%29.png/220px-Park_Kyu-young_2019%282%29.png,Saram Entertainment,"[' (1993-07-27) July 27, 1993 (age\xa029)Busan, South Korea', 'Yonsei University', 'Actress', '2016–present', 'Saram Entertainment', '박규영', 'Bak Gyuyeong', 'Pak Kyuyŏng', 'Official website']",https://en.wikipedia.org/wiki/Park_Gyu-young
73,Kim Go Eun,1984,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Text_document_with_red_question_mark.svg/40px-Text_document_with_red_question_mark.svg.png,BH Entertainment[1],"[' (1991-07-02) July 2, 1991 (age\xa031)Seoul, South Korea', 'Korea National University of Arts', 'Actress', '2012–present', 'BH Entertainment[1]', '김고은', 'Gim Go-eun', 'Kim Koŭn']",https://en.wikipedia.org/wiki/Kim_Go-eun
74,Park Hee Soon ,1986,"Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Park_Hee_Soon_at_SBS_Radio_in_2019.jpg/220px-Park_Hee_Soon_at_SBS_Radio_in_2019.jpg,S.A.L.T Entertainment[1],"[' (1970-02-13) February 13, 1970 (age\xa052)South Korea', 'Seoul Institute of the Arts - Theater', 'Actor', '1990–present', 'S.A.L.T Entertainment[1]', 'Park Ye-jin \u200b(m.\xa02015)\u200b[2]', '박희순', '朴喜洵', 'Bak Hui-sun', 'Pak Hŭisun']",https://en.wikipedia.org/wiki/Park_Hee-soon
75,Park Min Young,1990,"Incheon, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Park_Minyoung_2022_4.png/220px-Park_Minyoung_2022_4.png,2005–present,"[' (1986-03-04) March 4, 1986 (age\xa036)Seoul, South Korea', 'Rachel Park[1]', 'Dongguk University', 'Actress', '2005–present', 'Hook Entertainment', '박민영', '朴敏英', 'Bak Min-yeong', 'Pak Minyŏng']",https://en.wikipedia.org/wiki/Park_Min-young
76,Jung So Min,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Jung_So-min_at_JIMFF_2022.png/250px-Jung_So-min_at_JIMFF_2022.png,TH Company,"[' (1989-03-16) March 16, 1989 (age\xa033)Seoul, South Korea[1]', 'Korea National University of Arts', 'Actress', '2010–present', 'TH Company', '정소민', '庭沼珉', 'Jeong So-min', 'Chŏng Somin', '김윤지', '金允智', 'Gim Yun-ji', 'Kim Yunji']",https://en.wikipedia.org/wiki/Jung_So-min
77,Park Seo Joon,2009,South Korea,//upload.wikimedia.org/wikipedia/commons/thumb/9/9d/20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg/220px-20211203_Park_Seo-joon_%EB%B0%95%EC%84%9C%EC%A4%80_Photoshoot_for_Marie_Claire_Korea_%284%29.jpg,Awesome ENT[1],"['Park Yong-kyu (1988-12-16) December 16, 1988 (age\xa033)Seoul, South Korea', 'Seoul Institute of the Arts', 'Actor', '2011–present', 'Awesome ENT[1]', '박서준', '朴敘俊', 'Bak Seo-jun', 'Pak Sŏchun', '박용규', 'Bak Yong-gyu', 'Pak Yongkyu']",https://en.wikipedia.org/wiki/Park_Seo-joon
78, Tang Jun Sang,1970,"Busan, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Tangjoonsang2020.png/220px-Tangjoonsang2020.png,Actor,"['Tang Jun-sang (2003-08-13) August 13, 2003 (age\xa019)Seoul, South Korea', 'MalaysianSouth Korean', 'Chung-Ang University – Theater and Film', 'Goyang Arts High School', 'Actor', '2010–present', 'CL& Company', '탕준상', '陳俊尚', 'Tāng Jun-sang', 'Tāng Chun-sang']",https://en.wikipedia.org/wiki/Tang_Jun-sang
79, Yoo Yeon Seok,1994,"Suwon, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg/250px-Yoo_Yeon-seok_-_Bean_Pole_catalogue_2015_Spring-Summer_02_%28cropped%29.jpg,King Kong by Starship,"[' (1984-04-11) April 11, 1984 (age\xa038)Seoul, South Korea', 'Sejong University', 'Actor', '2003–present', 'King Kong by Starship', '유연석', 'Yu Yeon-seok', 'Yu Yŏnsŏk', '안연석', 'An Yeon-seok', 'An Yŏnsŏk']",https://en.wikipedia.org/wiki/Yoo_Yeon-seok
80, Moon Chae Won,1991,"Yongin, Gyeonggi, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/9/96/Moon_chaewon_2017.png/220px-Moon_chaewon_2017.png,문채원,"[' (1986-11-13) November 13, 1986 (age\xa036)Daegu, South Korea', 'Actress', '2007–present', 'YNK Entertainment by IOK Company', '문채원', '文彩元', 'Mun Chae-won', ""Mun Ch'aewŏn""]",https://en.wikipedia.org/wiki/Moon_Chae-won
81, Jung Kyung Ho,2010,"Gangneung, Gangwon-do, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,[],https://en.wikipedia.org/wiki/Jung_Kyung-ho
82, Go Kyung Pyo,1989,"Suseong District, Daegu, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Go_Kyung-pyo_%EA%B3%A0%EA%B2%BD%ED%91%9C_in_2020.png/220px-Go_Kyung-pyo_%EA%B3%A0%EA%B2%BD%ED%91%9C_in_2020.png,CL& Company,"[' (1990-06-11) June 11, 1990 (age\xa032)Incheon, South Korea', 'Konkuk University', 'Actor', '2010–present', 'CL& Company', '6\xa0ft 2\xa0in (188\xa0cm)', '고경표', '高庚杓', 'Go Gyeong-pyo', ""Ko Kyŏngp'yo""]",https://en.wikipedia.org/wiki/Go_Kyung-pyo
83, Seo Yea Ji,1982,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/0/09/ELLE_TAIWAN_Seo_yea_ji_2020_%283%29.png/250px-ELLE_TAIWAN_Seo_yea_ji_2020_%283%29.png,서예지,"[' (1990-04-06) April 6, 1990 (age\xa032)Seoul, South Korea', 'Actress', '2013–present', 'Gold Medalist', '서예지', '徐睿知', 'Seo Ye-ji', ""Sŏ Ye'ji"", 'Official website']",https://en.wikipedia.org/wiki/Seo_Yea-ji
84, Kim Jung Hyun,1975,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/en/thumb/5/5f/Disambig_gray.svg/30px-Disambig_gray.svg.png,,"['김정현', 'Gim Jeong-hyeon', 'Kim Chŏng-hyŏn']",https://en.wikipedia.org/wiki/Kim_Jung-hyun
85, Heo Yool,1979,"Seoul, South Korea",//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,허율,"[' (2009-08-29) August 29, 2009 (age\xa013)South Korea', 'Actress', '2018–present', 'Elrise', '허율', 'Heo Yul', 'Hŏ Yul']",https://en.wikipedia.org/wiki/Heo_Yool
86, Kim Hye Soo,1990,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/5/56/181024_%EA%B9%80%ED%98%9C%EC%88%98.png/220px-181024_%EA%B9%80%ED%98%9C%EC%88%98.png,Hodu&U Entertainment [ko][1],"[' (1970-09-05) September 5, 1970 (age\xa052)Busan, South Korea', 'Dongguk University', 'Actress, singer, artist', '1986–present', 'Hodu&U Entertainment\xa0[ko][1]', '김혜수', '金憓秀', 'Gim Hye-su', 'Kim Hyesu']",https://en.wikipedia.org/wiki/Kim_Hye-soo
87, Song Kang,1986,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/1/1d/210823_%EC%86%A1%EA%B0%95.png/220px-210823_%EC%86%A1%EA%B0%95.png,Namoo Actors,"[' (1994-04-23) April 23, 1994 (age\xa028)Suwon, Gyeonggi, South Korea', 'Konkuk University – Department of Film Arts[1]', 'Actor', '2017–present', 'Namoo Actors', '송강', '宋江', 'Song Gang', 'Song Kang']",https://en.wikipedia.org/wiki/Song_Kang
88, Park Hyung Sik,1991,"Seoul, South Korea",//upload.wikimedia.org/wikipedia/commons/thumb/d/d5/20180423_%EB%B0%95%ED%98%95%EC%8B%9D.jpg/250px-20180423_%EB%B0%95%ED%98%95%EC%8B%9D.jpg,2010 (2010)–present,"[' (1991-11-16) November 16, 1991 (age\xa031)Yongin, Gyeonggi, South Korea', 'Singeractordancer', 'P&Studio', 'K-popdance', '2010\xa0(2010)–present', 'Star EmpireUnited Artists Agency', 'ZE:AZE:A Five', 'ZE:A', '박형식', '朴炯植', 'Bak Hyeong-sik', 'Pak Hyŏngsik']",https://en.wikipedia.org/wiki/Park_Hyung-sik
